Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.127677,1.445935,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.857143,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",2
2,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.137229,1.917963,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.755102,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
3,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.001010,1.493584,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.204582,1.585379,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.571429,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",2
5,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068867,1.470355,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.938776,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
6,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.204582,1.438299,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.795918,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",2
7,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068362,1.251803,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
8,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068867,1.547299,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.938776,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
9,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.206097,1.581488,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.816327,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",5
10,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.205087,1.570357,0.785714,0.214286,0.625000,0.625000,1.000000,1.000000,0.769231,0.645497,0.750000,"[[6,0],
 [3,5]]","[6, 0, 3, 5]","(2, 2)",3
