Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures,BestSolution,Convergence,Run
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0015151515151515165,21.824267387390137,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]","[0.14636364 0.08252525 0.0779798  0.0779798  0.02070707 0.02070707
 0.01464646 0.01464646 0.01464646 0.01464646 0.01464646 0.01464646
 0.01212121 0.01212121 0.01212121 0.01212121 0.01010101 0.00909091
 0.00909091 0.00909091 0.00909091 0.00808081 0.00808081 0.00808081
 0.00555556 0.00555556 0.00454545 0.00454545 0.00454545 0.0040404
 0.0030303  0.0030303  0.0030303  0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515]",1
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0020202020202020224,20.365776300430298,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]","[0.08957431 0.08704906 0.08603896 0.08401876 0.08351371 0.01616162
 0.01616162 0.01616162 0.01262626 0.01262626 0.01161616 0.01161616
 0.00959596 0.00959596 0.00858586 0.00757576 0.00606061 0.00606061
 0.00606061 0.00606061 0.00606061 0.00606061 0.00505051 0.00505051
 0.00505051 0.00454545 0.00454545 0.0040404  0.00252525 0.00252525
 0.00252525 0.00252525 0.00252525 0.00252525 0.00252525 0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202 ]",1
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0015151515151515165,20.5880126953125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.08957431 0.08957431 0.08755411 0.08755411 0.08755411 0.08502886
 0.01616162 0.01616162 0.01616162 0.01515152 0.01515152 0.01212121
 0.01111111 0.00909091 0.00707071 0.00606061 0.00606061 0.00606061
 0.00505051 0.0040404  0.0040404  0.00353535 0.00353535 0.00353535
 0.00353535 0.0030303  0.00252525 0.00252525 0.00252525 0.00252525
 0.00252525 0.00252525 0.00252525 0.0020202  0.0020202  0.00151515
 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515]",1
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.00454545454545455,19.294605255126953,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",9,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0]","[0.15591631 0.15591631 0.15591631 0.15238095 0.15238095 0.1518759
 0.1488456  0.14834055 0.1458153  0.14531025 0.14531025 0.14480519
 0.14379509 0.14278499 0.14177489 0.07290765 0.0724026  0.0724026
 0.0724026  0.0724026  0.07189755 0.07189755 0.00454545 0.00454545
 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545
 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545
 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545
 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545 0.00454545
 0.00454545 0.00454545]",1
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.06937229437229434,20.20230722427368,0.9285714285714286,0.0714285714285714,1.0,1.0,0.8571428571428571,0.875,0.9333333333333333,0.8660254037844387,0.979591836734694,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]","[0.15541126 0.1508658  0.15036075 0.15036075 0.08502886 0.08502886
 0.08502886 0.08502886 0.08300866 0.08300866 0.08250361 0.08199856
 0.08199856 0.0794733  0.0794733  0.0774531  0.0774531  0.07694805
 0.07593795 0.0754329  0.0734127  0.0724026  0.0724026  0.0724026
 0.0724026  0.0703824  0.0703824  0.0703824  0.06987734 0.06987734
 0.06937229 0.06937229 0.06937229 0.06937229 0.06937229 0.06937229
 0.06937229 0.06937229 0.06937229 0.06937229 0.06937229 0.06937229
 0.06937229 0.06937229 0.06937229 0.06937229 0.06937229 0.06937229
 0.06937229 0.06937229]",1
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.13672438672438678,20.19772243499756,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7959183673469387,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.22579365 0.22579365 0.2242785  0.22175325 0.2212482  0.21872294
 0.21619769 0.21619769 0.21367244 0.1478355  0.1478355  0.1478355
 0.1478355  0.1478355  0.14227994 0.14227994 0.14227994 0.14227994
 0.14227994 0.14227994 0.14126984 0.14076479 0.14076479 0.14076479
 0.13975469 0.13975469 0.13924964 0.13823954 0.13722944 0.13722944
 0.13722944 0.13722944 0.13672439 0.13672439 0.13672439 0.13672439
 0.13672439 0.13672439 0.13672439 0.13672439 0.13672439 0.13672439
 0.13672439 0.13672439 0.13672439 0.13672439 0.13672439 0.13672439
 0.13672439 0.13672439]",1
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030303030303033,20.80625557899475,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6,"[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]","[0.09361472 0.09361472 0.09159452 0.08603896 0.08603896 0.08553391
 0.08553391 0.08401876 0.08300866 0.08300866 0.08048341 0.07896825
 0.07896825 0.07795815 0.0774531  0.07694805 0.0754329  0.07492785
 0.0734127  0.0734127  0.0734127  0.07290765 0.07290765 0.07290765
 0.07290765 0.0724026  0.0724026  0.07189755 0.07088745 0.07088745
 0.0040404  0.0040404  0.0040404  0.0040404  0.0030303  0.0030303
 0.0030303  0.0030303  0.0030303  0.0030303  0.0030303  0.0030303
 0.0030303  0.0030303  0.0030303  0.0030303  0.0030303  0.0030303
 0.0030303  0.0030303 ]",1
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.07038239538239535,21.328694581985474,0.9285714285714286,0.0714285714285714,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9230769230769231,0.8660254037844387,0.8571428571428571,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.15591631 0.15541126 0.15541126 0.08957431 0.08957431 0.08957431
 0.08755411 0.08704906 0.08401876 0.08401876 0.08098846 0.0794733
 0.0794733  0.0784632  0.0784632  0.0774531  0.0774531  0.07593795
 0.07593795 0.0754329  0.0744228  0.0734127  0.07189755 0.07189755
 0.07189755 0.07088745 0.07088745 0.07088745 0.07088745 0.07088745
 0.07088745 0.07088745 0.07088745 0.07088745 0.0703824  0.0703824
 0.0703824  0.0703824  0.0703824  0.0703824  0.0703824  0.0703824
 0.0703824  0.0703824  0.0703824  0.0703824  0.0703824  0.0703824
 0.0703824  0.0703824 ]",1
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.1377344877344878,18.27281355857849,0.8571428571428571,0.1428571428571429,1.0,1.0,0.7142857142857143,0.7777777777777778,0.875,0.7453559924999299,0.7551020408163266,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",4,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.35898268 0.29264069 0.28910534 0.28759019 0.28506494 0.28506494
 0.28304473 0.28203463 0.28102453 0.27900433 0.27849928 0.20912698
 0.14379509 0.14379509 0.14379509 0.14076479 0.13975469 0.13975469
 0.13924964 0.13874459 0.13823954 0.13823954 0.13773449 0.13773449
 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449
 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449
 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449
 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449 0.13773449
 0.13773449 0.13773449]",1
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0015151515151515165,21.585221767425537,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3,"[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.02575758 0.02575758 0.01868687 0.01868687 0.01868687 0.01868687
 0.01666667 0.01616162 0.01565657 0.01262626 0.01262626 0.01060606
 0.01060606 0.01060606 0.01060606 0.00707071 0.00707071 0.00656566
 0.00656566 0.00606061 0.00555556 0.00454545 0.0040404  0.0040404
 0.00353535 0.00353535 0.0030303  0.0030303  0.0030303  0.0030303
 0.0030303  0.0020202  0.0020202  0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515 0.00151515
 0.00151515 0.00151515]",1
