Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064848,17.439514,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.875000,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",3
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.130448,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,19.162763,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.009091,26.278124,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",18
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,21.268916,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,18.700551,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.938776,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.208998,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,19.679800,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,19.453054,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,23.915985,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",6
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,15.413921,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",5
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,16.131187,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.857143,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",5
3,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,13.505583,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,14.458030,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
5,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,16.676982,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
