Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.064343,1.534616,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.892857,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",2
2,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.069372,1.671104,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
3,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002525,1.813642,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
4,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.000505,1.479832,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",1
5,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.069372,1.572039,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002020,1.679197,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
7,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068867,1.570309,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.969388,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,1.588265,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.069372,1.630966,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.969388,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.136724,1.671720,0.857143,0.142857,1.000000,1.000000,0.666667,0.800000,0.888889,0.730297,0.843750,"[[4,2],
 [0,8]]","[4, 2, 0, 8]","(2, 2)",2
