Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.191010,1.433729,0.800000,0.200000,0.750000,0.750000,0.857143,0.857143,0.800000,0.607143,0.785714,"[[6,1],
 [2,6]]","[6, 1, 2, 6]","(2, 2)",2
2,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.069372,1.497531,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
3,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.069877,1.647493,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
4,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.204076,1.355539,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.836735,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",1
5,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068867,1.449820,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
6,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.136724,1.439729,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.816327,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
7,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068867,1.520782,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
8,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.205087,1.595506,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.795918,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",3
9,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.069877,1.651307,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
10,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.204582,1.435698,0.785714,0.214286,0.625000,0.625000,1.000000,1.000000,0.769231,0.645497,0.729167,"[[6,0],
 [3,5]]","[6, 0, 3, 5]","(2, 2)",2
