Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,20.689144,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",5
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003535,19.444477,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",7
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,20.282306,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,21.437973,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,20.023545,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,20.028692,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,22.488194,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070887,20.722383,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",6
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,21.702610,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,19.097966,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064848,15.337524,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.857143,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",3
