Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.002020,1.696398,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",4
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.602491,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.718817,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.204582,1.590701,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.785714,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",2
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.655114,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.137229,1.498510,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.816327,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",3
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.633012,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.618513,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.070887,1.803258,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",6
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.137229,1.733543,0.857143,0.142857,0.750000,0.750000,1.000000,1.000000,0.857143,0.750000,0.885417,"[[6,0],
 [2,6]]","[6, 0, 2, 6]","(2, 2)",3
