Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.064343,1.635124,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.883929,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",2
2,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001010,1.618334,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
3,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.070382,1.614836,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.989796,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5
4,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002020,1.958393,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
5,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.137229,1.714824,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.775510,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,1.800657,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
7,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002020,1.705465,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
8,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,1.564046,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.136219,1.362608,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
10,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068867,1.624485,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.937500,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",2
