Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.065354,15.905236,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.928571,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",4
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,18.570072,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,14.410725,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,15.076704,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136724,15.705482,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.877551,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",2
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,15.910741,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,16.148401,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,14.584752,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136724,13.673299,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.816327,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,13.947347,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.958333,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",3
