Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.781622,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.002020,1.743630,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.656282,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.786256,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.928571,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.138240,1.812053,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.816327,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",5
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.003030,1.777281,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136724,1.667774,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.806122,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136724,1.558758,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.795918,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.654270,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136724,1.632598,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.875000,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",2
