Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000023,0.666667,0.333333,0.750000,0.750000,0.571429,0.666667,0.705882,0.327327,0.750000,"[[4,3],
 [2,6]]","[4, 3, 2, 6]","(2, 2)",99
2,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000041,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.857143,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",99
3,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000026,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",99
4,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000029,0.714286,0.285714,0.571429,0.571429,0.857143,0.800000,0.666667,0.447214,0.857143,"[[6,1],
 [3,4]]","[6, 1, 3, 4]","(2, 2)",99
5,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000021,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.979592,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",99
6,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000021,0.571429,0.428571,0.428571,0.428571,0.714286,0.600000,0.500000,0.149071,0.591837,"[[5,2],
 [4,3]]","[5, 2, 4, 3]","(2, 2)",99
7,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000023,0.642857,0.357143,0.857143,0.857143,0.428571,0.600000,0.705882,0.316228,0.653061,"[[3,4],
 [1,6]]","[3, 4, 1, 6]","(2, 2)",99
8,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000021,0.571429,0.428571,0.428571,0.428571,0.714286,0.600000,0.500000,0.149071,0.755102,"[[5,2],
 [4,3]]","[5, 2, 4, 3]","(2, 2)",99
9,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000020,0.571429,0.428571,0.571429,0.571429,0.571429,0.571429,0.571429,0.142857,0.693878,"[[4,3],
 [3,4]]","[4, 3, 3, 4]","(2, 2)",99
10,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000019,0.714286,0.285714,0.625000,0.625000,0.833333,0.833333,0.714286,0.458333,0.791667,"[[5,1],
 [3,5]]","[5, 1, 3, 5]","(2, 2)",99
