Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.021212,2.090808,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",42
2,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.088059,1.919734,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",40
3,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.094625,1.907165,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",53
4,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.157431,2.089258,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.908163,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",43
5,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.293651,1.907011,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.693878,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",44
6,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.021212,1.898335,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",42
7,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.294661,1.870541,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.765306,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",46
8,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.297186,2.122324,0.714286,0.285714,1.000000,1.000000,0.428571,0.636364,0.777778,0.522233,0.734694,"[[3,4],
 [0,7]]","[3, 4, 0, 7]","(2, 2)",51
9,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.089069,1.872206,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",42
10,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.166017,1.894558,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.791667,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",60
