Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,85.673511,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.982143,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",2
2,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,84.247454,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
3,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,87.190539,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,1.000000,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
4,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,89.656300,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.918367,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",3
5,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,81.833204,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.877551,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",3
6,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068362,75.528347,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",1
7,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,86.808718,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.857143,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",3
8,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.137229,82.198384,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.734694,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",3
9,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.204582,85.839284,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.714286,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",2
10,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,86.580358,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",2
