Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.002020,1.696067,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",4
2,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.001515,1.700083,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
3,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.002020,1.702656,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
4,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.001515,1.722973,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.068867,1.667218,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
6,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.136219,1.281071,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.806122,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",1
7,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.069372,1.698982,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
8,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.136219,1.652731,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.806122,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",1
9,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.205087,1.739879,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.704082,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.001515,1.640317,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3
