Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.064848,85.555107,0.800000,0.200000,0.875000,0.875000,0.714286,0.777778,0.823529,0.600099,0.955357,"[[5,2],
 [1,7]]","[5, 2, 1, 7]","(2, 2)",3
2,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,82.477408,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
3,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.136219,71.347777,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
4,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,84.150164,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.989796,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",3
5,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,83.298184,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,1.000000,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
6,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,82.044987,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
7,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,75.331825,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.897959,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",2
8,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,80.684995,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
9,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.136219,68.194977,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.897959,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
10,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,80.986148,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.833333,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",3
