Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,89.318352,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.982143,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",2
2,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,80.432758,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.928571,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
3,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,85.339361,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,1.000000,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
4,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,83.534049,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,87.837908,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
6,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,77.279740,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,1.000000,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
7,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,82.181707,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.979592,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
8,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,88.627686,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.857143,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
9,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.136219,76.968854,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.816327,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
10,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,81.545150,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.979167,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",2
