Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,1.710281,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068362,1.524115,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
3,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,1.581429,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.069372,1.645820,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.989796,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
5,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002525,1.712580,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
6,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.136219,1.250060,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.806122,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",1
7,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068867,1.518288,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.070887,1.733689,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",6
9,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.205087,1.659467,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.724490,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,1.822823,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3
