Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.084545,1.995077,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.955357,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",42
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.091595,1.904941,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",47
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.087049,1.934363,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.969388,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",38
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.157937,1.904442,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.857143,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",44
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.155411,1.939222,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.846939,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",39
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.230844,1.945871,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.826531,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",54
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.229834,2.024157,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.836735,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",52
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.157431,1.923522,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.785714,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",43
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.228319,1.919452,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.744898,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",49
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.089574,1.918899,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.968750,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",43
