Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.151919,1.919853,0.866667,0.133333,1.000000,1.000000,0.714286,0.800000,0.888889,0.755929,0.875000,"[[5,2],
 [0,8]]","[5, 2, 0, 8]","(2, 2)",50
2,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.094625,1.897769,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",53
3,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.155411,1.902311,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.816327,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",39
4,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.093615,1.894876,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.928571,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",51
5,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.159452,1.887820,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",47
6,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.023737,1.902988,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",47
7,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.228319,1.968656,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.785714,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",49
8,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.231349,1.892740,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.836735,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",55
9,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.229834,1.872869,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.806122,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",52
10,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.156926,1.895346,0.857143,0.142857,1.000000,1.000000,0.666667,0.800000,0.888889,0.730297,0.729167,"[[4,2],
 [0,8]]","[4, 2, 0, 8]","(2, 2)",42
