Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.272020,1.901084,0.733333,0.266667,0.750000,0.750000,0.714286,0.750000,0.750000,0.464286,0.732143,"[[5,2],
 [2,6]]","[5, 2, 2, 6]","(2, 2)",37
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.089574,1.928437,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.948980,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",43
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.023737,1.880124,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",47
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.162987,1.952190,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",54
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.156421,1.889234,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.826531,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",41
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.088059,1.977982,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.969388,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",40
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.154906,1.872588,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.785714,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",38
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.091595,1.907019,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.969388,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",47
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.223268,1.922777,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.744898,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",39
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.289105,1.958802,0.714286,0.285714,0.750000,0.750000,0.666667,0.750000,0.750000,0.416667,0.708333,"[[4,2],
 [2,6]]","[4, 2, 2, 6]","(2, 2)",35
