Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.128182,1.527646,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.794643,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001010,1.621597,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
3,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.068362,1.338230,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.969388,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",1
4,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001010,1.464089,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
5,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.588861,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.070382,1.702639,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.867347,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",5
7,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.686526,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
8,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.137229,1.598014,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.867347,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.002020,1.682486,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
10,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.069372,1.485194,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.916667,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",3
