Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.064848,1.606676,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.875000,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002020,1.814242,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068362,1.406489,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.867347,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
4,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068867,1.508446,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
5,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.137229,1.786427,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002020,1.718839,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
7,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.070887,1.739305,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",6
8,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.136724,1.672758,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
9,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068362,1.488235,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
10,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.070382,1.612404,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.968750,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",5
