Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.002525,108.487128,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,1.000000,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",5
2,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.137229,98.955045,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.755102,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
3,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.068362,59.610738,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
4,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.090584,108.030499,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.877551,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",45
5,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.068867,98.723578,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
6,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.069372,91.428397,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
7,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.002020,97.895892,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.979592,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
8,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.069372,101.507885,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.918367,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",3
9,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.070887,121.410348,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.857143,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",6
10,bLRRIME-MLP,mlp,PulmonaryHypertension,v1,0.137734,106.395976,0.785714,0.214286,0.750000,0.750000,0.833333,0.857143,0.800000,0.577350,0.791667,"[[5,1],
 [2,6]]","[5, 1, 2, 6]","(2, 2)",4
