Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.064343,1.790084,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.910714,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",2
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.002020,1.535703,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.656606,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.002020,1.722367,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136219,1.506320,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.836735,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",1
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136724,1.546389,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.826531,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.635935,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.137734,1.879204,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",4
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.137229,1.666324,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.816327,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.881253,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3
