Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.212222,1.920486,0.800000,0.200000,0.875000,0.875000,0.714286,0.777778,0.823529,0.600099,0.794643,"[[5,2],
 [1,7]]","[5, 2, 1, 7]","(2, 2)",44
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.086544,1.995154,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.938776,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",37
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.157937,1.887696,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.806122,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",44
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.223268,1.868669,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.704082,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",39
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.087049,1.903018,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.887755,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",38
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.094120,1.898471,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",52
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.089574,2.024523,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",43
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.157431,1.897221,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.836735,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",43
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.031313,1.958959,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",62
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.292641,1.968248,0.714286,0.285714,0.625000,0.625000,0.833333,0.833333,0.714286,0.458333,0.791667,"[[5,1],
 [3,5]]","[5, 1, 3, 5]","(2, 2)",42
