Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000044,0.666667,0.333333,0.750000,0.750000,0.571429,0.666667,0.705882,0.327327,0.785714,"[[4,3],
 [2,6]]","[4, 3, 2, 6]","(2, 2)",99
2,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000031,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.897959,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",99
3,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000057,0.642857,0.357143,0.571429,0.571429,0.714286,0.666667,0.615385,0.288675,0.795918,"[[5,2],
 [3,4]]","[5, 2, 3, 4]","(2, 2)",99
4,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000034,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.857143,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",99
5,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000037,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.816327,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",99
6,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000037,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.816327,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",99
7,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000037,0.642857,0.357143,0.571429,0.571429,0.714286,0.666667,0.615385,0.288675,0.795918,"[[5,2],
 [3,4]]","[5, 2, 3, 4]","(2, 2)",99
8,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000040,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.714286,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",99
9,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000028,0.642857,0.357143,0.857143,0.857143,0.428571,0.600000,0.705882,0.316228,0.734694,"[[3,4],
 [1,6]]","[3, 4, 1, 6]","(2, 2)",99
10,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000039,0.642857,0.357143,0.625000,0.625000,0.666667,0.714286,0.666667,0.288675,0.791667,"[[4,2],
 [3,5]]","[4, 2, 3, 5]","(2, 2)",99
