Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.064343,1.438343,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.973214,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",2
2,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.576136,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
3,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001010,1.638534,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.205592,1.768782,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.663265,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",4
5,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001010,1.740857,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
6,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.068867,1.623109,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
7,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001010,1.509613,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.591851,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.068867,1.671199,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
10,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.136724,1.523755,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.854167,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",2
