Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.065354,21.111914,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.892857,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",4
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.695749,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,21.497776,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,19.339828,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137734,18.581521,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.734694,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",4
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.380189,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,23.053563,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,18.503030,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,21.100709,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,20.438308,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",5
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.128182,14.136437,0.866667,0.133333,1.000000,1.000000,0.714286,0.800000,0.888889,0.755929,0.839286,"[[5,2],
 [0,8]]","[5, 2, 0, 8]","(2, 2)",3
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,14.775894,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
