Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.065859,20.450853,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.875000,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",5
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003535,21.821220,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",7
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,19.349121,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,22.916048,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,21.548598,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,19.423999,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,19.705990,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,19.074192,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,21.007255,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,21.891885,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",4
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.128182,13.713949,0.866667,0.133333,1.000000,1.000000,0.714286,0.800000,0.888889,0.755929,0.901786,"[[5,2],
 [0,8]]","[5, 2, 0, 8]","(2, 2)",3
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,15.603649,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
