Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.127677,1.615843,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.883929,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",2
2,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.068362,1.339621,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.989796,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",1
3,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.001010,1.620534,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.068867,1.598876,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
5,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.070382,1.649341,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.887755,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",5
6,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.001515,1.731321,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
7,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.068867,1.432225,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.136724,1.530403,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.867347,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",2
9,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.069372,1.734014,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.969388,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v3,0.002020,1.681246,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",4
