Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.079495,1.741594,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.928571,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",32
2,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.002525,1.748694,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
3,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.136724,1.478915,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.846939,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.683470,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.532947,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.760576,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
7,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.068362,1.235918,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",1
8,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.136219,1.212258,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.846939,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
9,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.204076,1.560816,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.857143,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",1
10,bLRRIME-KNN,knn,PulmonaryHypertension,v4,0.001515,1.550924,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3
