Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.153434,1.891032,0.866667,0.133333,1.000000,1.000000,0.714286,0.800000,0.888889,0.755929,0.821429,"[[5,2],
 [0,8]]","[5, 2, 0, 8]","(2, 2)",53
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.091595,1.930013,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",47
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.097655,1.894053,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.887755,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",59
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.090584,1.914633,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",45
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.161977,1.896858,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",52
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.021212,1.861443,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",42
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.225289,1.855771,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.785714,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",43
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.226299,1.891986,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.857143,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",45
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.224784,1.879848,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.744898,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",42
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.155916,1.884738,0.857143,0.142857,1.000000,1.000000,0.666667,0.800000,0.888889,0.730297,0.750000,"[[4,2],
 [0,8]]","[4, 2, 0, 8]","(2, 2)",40
