Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000028,0.800000,0.200000,0.750000,0.750000,0.857143,0.857143,0.800000,0.607143,0.875000,"[[6,1],
 [2,6]]","[6, 1, 2, 6]","(2, 2)",99
2,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000023,0.500000,0.500000,0.428571,0.428571,0.571429,0.500000,0.461538,0.000000,0.510204,"[[4,3],
 [4,3]]","[4, 3, 4, 3]","(2, 2)",99
3,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000029,0.642857,0.357143,0.714286,0.714286,0.571429,0.625000,0.666667,0.288675,0.816327,"[[4,3],
 [2,5]]","[4, 3, 2, 5]","(2, 2)",99
4,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000028,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.836735,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",99
5,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000044,0.642857,0.357143,0.714286,0.714286,0.571429,0.625000,0.666667,0.288675,0.673469,"[[4,3],
 [2,5]]","[4, 3, 2, 5]","(2, 2)",99
6,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000020,0.785714,0.214286,0.571429,0.571429,1.000000,1.000000,0.727273,0.632456,0.897959,"[[7,0],
 [3,4]]","[7, 0, 3, 4]","(2, 2)",99
7,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000026,0.642857,0.357143,0.714286,0.714286,0.571429,0.625000,0.666667,0.288675,0.693878,"[[4,3],
 [2,5]]","[4, 3, 2, 5]","(2, 2)",99
8,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000030,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.857143,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",99
9,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000022,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.918367,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",99
10,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000022,0.785714,0.214286,0.750000,0.750000,0.833333,0.857143,0.800000,0.577350,0.895833,"[[5,1],
 [2,6]]","[5, 1, 2, 6]","(2, 2)",99
