Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.128182,16.340392,0.866667,0.133333,0.750000,0.750000,1.000000,1.000000,0.857143,0.763763,0.750000,"[[7,0],
 [2,6]]","[7, 0, 2, 6]","(2, 2)",3
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,15.900596,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,14.351395,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,13.125228,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,16.031890,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,15.179829,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,15.271715,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,14.868164,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,17.013915,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,15.464973,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.895833,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",4
