Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.063838,16.414604,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.946429,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",1
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,22.485602,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,19.029980,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.005556,23.035724,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",11
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,18.668368,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,19.890308,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,1.000000,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,19.284999,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137734,19.954766,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.816327,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",4
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,19.511773,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,20.449826,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",5
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,13.935733,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",2
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.071898,16.095948,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",8
3,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,13.707980,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,14.299401,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
5,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,15.000704,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
6,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,14.556136,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
7,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,12.170673,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
8,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,14.576001,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
9,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,13.945099,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
10,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.204076,10.712415,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.718750,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",1
1,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,24.436748,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,25.891738,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
3,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,25.503208,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
4,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,28.396142,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
5,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137734,26.920139,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.755102,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",4
6,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,25.907127,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
7,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136724,23.417647,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.918367,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",2
8,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,26.177662,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
9,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,26.457976,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
10,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137734,23.565617,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.729167,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",4
1,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.065859,26.976065,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.910714,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",5
2,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.004545,28.791957,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",9
3,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.214683,29.908938,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.734694,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",22
4,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,23.119149,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
5,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070887,20.566060,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",6
