Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.003535,1.910743,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",7
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.740589,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.867347,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.204582,1.533664,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.724490,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.137734,1.685568,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",4
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.627002,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136724,1.572791,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.635401,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069877,1.871773,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.710057,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.068867,1.581567,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.979167,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",2
