Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,19.090651,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",5
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,18.402643,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.857143,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",5
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,20.149920,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,18.019748,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070887,20.522980,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",6
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,21.217885,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,17.665981,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,26.697985,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,23.301491,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,19.387962,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.979167,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",5
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064848,13.817121,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.892857,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",3
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,13.957213,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
3,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,15.411663,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
4,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,14.847067,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
5,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,13.512537,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
6,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,12.718784,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
7,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,15.425227,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
8,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,14.793299,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
9,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,14.606688,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
10,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,15.300613,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.885417,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",4
