Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001515,2.062046,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.068867,1.844169,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
3,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.002020,1.678693,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
4,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.003030,1.695432,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
5,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.204076,1.441880,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.908163,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",1
6,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.003535,1.834699,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",7
7,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.136724,1.550102,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.918367,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.137229,1.506088,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.001010,1.523124,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
10,bLRRIME-KNN,knn,PulmonaryHypertension,v2,0.137229,1.678432,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.843750,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",3
