Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.064848,1.707695,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.919643,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.068867,1.639297,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.577270,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.717362,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069877,1.815005,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.003030,1.830039,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.070887,1.807724,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",6
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.797373,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.137734,1.763340,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.836735,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",4
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.068867,1.508689,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.979167,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",2
