Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.600346,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.002020,1.745146,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.068867,1.574447,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069877,1.690265,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069877,1.718641,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.068867,1.655010,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.948980,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.635897,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136724,1.620806,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.836735,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",2
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.730662,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.663179,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",3
