Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.026263,1.955009,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",52
2,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.156421,1.880340,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.826531,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",41
3,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.300722,1.903584,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.663265,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",58
4,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.293146,1.910941,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.775510,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",43
5,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.166522,1.925859,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.887755,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",61
6,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.228319,1.891184,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.806122,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",49
7,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.025253,1.928612,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",50
8,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.232864,1.903390,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.683673,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",58
9,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.024242,1.904611,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",48
10,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.165512,2.000932,0.857143,0.142857,1.000000,1.000000,0.666667,0.800000,0.888889,0.730297,0.833333,"[[4,2],
 [0,8]]","[4, 2, 0, 8]","(2, 2)",59
