Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000030,0.733333,0.266667,0.750000,0.750000,0.714286,0.750000,0.750000,0.464286,0.714286,"[[5,2],
 [2,6]]","[5, 2, 2, 6]","(2, 2)",99
2,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000029,0.571429,0.428571,0.714286,0.714286,0.428571,0.555556,0.625000,0.149071,0.795918,"[[3,4],
 [2,5]]","[3, 4, 2, 5]","(2, 2)",99
3,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000030,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.775510,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",99
4,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000030,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",99
5,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000056,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.918367,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",99
6,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000030,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.693878,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",99
7,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000062,0.642857,0.357143,0.571429,0.571429,0.714286,0.666667,0.615385,0.288675,0.755102,"[[5,2],
 [3,4]]","[5, 2, 3, 4]","(2, 2)",99
8,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000032,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.836735,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",99
9,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000028,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.938776,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",99
10,XGBOOST,Conv_xgboost,PulmonaryHypertension,v1,0.000000,0.000067,0.428571,0.571429,0.500000,0.500000,0.333333,0.500000,0.500000,-0.166667,0.541667,"[[2,4],
 [4,4]]","[2, 4, 4, 4]","(2, 2)",99
