Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.127677,1.401003,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.875000,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",2
2,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.002020,1.568615,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068867,1.328245,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
4,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.136219,1.327465,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.816327,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",1
5,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.204582,1.606657,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.836735,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",2
6,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.068362,1.430964,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
7,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.069372,1.531368,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
8,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.069372,1.511597,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
9,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.204582,1.450508,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.653061,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",2
10,bLRRIME-SVM,svm,PulmonaryHypertension,v1,0.136724,1.393910,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.895833,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",2
