Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,18.982926,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.696757,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,18.492567,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068362,16.908484,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.887755,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,17.889064,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.897959,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137734,20.232852,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.795918,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",4
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,22.634472,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,19.035948,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136219,15.458588,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,19.267491,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",2
