Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,80.863626,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,1.000000,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",3
2,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068362,77.408385,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.908163,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",1
3,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.136219,77.765678,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.887755,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",1
4,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068362,79.995301,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",1
5,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.002020,91.960149,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,1.000000,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
6,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.136724,74.437894,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.775510,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
7,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,87.572671,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
8,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,75.042374,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.836735,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",2
9,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.000505,70.622617,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",1
10,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068362,79.659119,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.812500,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",1
