Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064848,18.273743,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.875000,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",3
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,22.440417,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,18.758132,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,16.949408,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.867347,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,19.076195,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,21.802475,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,19.609498,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.330160,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,18.389963,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.888944,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",4
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.065859,15.746545,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.982143,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",5
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,12.788178,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
3,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,14.813974,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
4,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,13.777830,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,14.195513,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
6,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136219,11.621247,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.969388,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
7,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,13.333194,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
8,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,13.721042,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,15.656451,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
10,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,12.613501,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",2
1,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064343,22.421587,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.982143,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",2
2,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,24.473869,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5
3,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003535,27.587847,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",7
4,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,22.939844,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
5,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136724,22.778166,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.816327,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",2
6,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,24.525541,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
7,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,26.170750,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
8,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,27.092484,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
9,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,28.093663,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.897959,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
10,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136724,22.800666,0.857143,0.142857,0.750000,0.750000,1.000000,1.000000,0.857143,0.750000,0.895833,"[[6,0],
 [2,6]]","[6, 0, 2, 6]","(2, 2)",2
1,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064848,16.165559,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.875000,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",3
2,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,15.365150,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
3,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,15.404170,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
4,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,14.712119,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,16.409875,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
6,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136724,13.636229,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.897959,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
7,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137229,14.737357,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.714286,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",3
8,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,14.245979,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
9,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,15.578014,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",5
10,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.068867,14.605454,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.979167,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",2
1,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.011616,26.462791,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",23
2,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.071898,24.536289,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",8
3,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.010101,27.890112,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",20
4,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.006061,26.516452,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",12
5,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.142785,27.955435,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.795918,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",14
6,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.006061,25.769157,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",12
7,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.071392,23.452200,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",7
8,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.009091,25.741755,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",18
9,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.072908,26.444385,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,1.000000,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",10
10,bJADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.075938,25.743712,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.854167,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",16
1,bSADE-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136768,25.736341,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.875000,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",20
