Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,18.344644,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",2
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070887,18.558038,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",6
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,21.051452,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,19.561078,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.938776,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,18.999256,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070887,20.475219,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",6
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,19.383128,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,18.996586,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.070382,20.701410,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.877551,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",5
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,20.876342,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",5
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.065354,15.250912,0.933333,0.066667,0.875000,0.875000,1.000000,1.000000,0.933333,0.875000,0.946429,"[[7,0],
 [1,7]]","[7, 0, 1, 7]","(2, 2)",4
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,15.300971,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
3,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,12.792358,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,15.801547,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
5,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.138745,15.107230,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",6
6,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,15.058398,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
7,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,14.447564,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
8,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001010,12.797261,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
9,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069372,14.424182,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
10,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,14.775092,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",5
1,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.127677,23.392978,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.803571,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",2
2,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.136219,19.348480,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",1
3,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,26.124024,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.918367,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",4
4,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137229,24.815289,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
5,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,24.689965,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
6,bHHO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,27.713607,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
