Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.064343,79.943607,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.928571,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",2
2,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,91.048736,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
3,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,91.505152,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
4,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,84.774163,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.948980,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
5,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.136724,75.781041,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.867347,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",2
6,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,82.711731,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,1.000000,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2
7,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.002020,89.489474,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,1.000000,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
8,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,80.028279,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
9,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,82.748258,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.979592,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",3
10,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001515,83.173519,0.857143,0.142857,0.750000,0.750000,1.000000,1.000000,0.857143,0.750000,1.000000,"[[6,0],
 [2,6]]","[6, 0, 2, 6]","(2, 2)",3
