Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures,BestSolution,Convergence,Run
3,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0025252525252525276,26.550896644592285,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.09260462 0.02171717 0.02171717 0.02171717 0.02070707 0.01969697
 0.01969697 0.01969697 0.01969697 0.01868687 0.01868687 0.01464646
 0.01464646 0.01464646 0.01464646 0.01464646 0.01464646 0.01464646
 0.01464646 0.01464646 0.01464646 0.01464646 0.01414141 0.01414141
 0.01212121 0.01161616 0.01111111 0.01060606 0.00909091 0.00909091
 0.00909091 0.00909091 0.00555556 0.00555556 0.00454545 0.00454545
 0.0030303  0.0030303  0.0030303  0.0030303  0.0030303  0.0030303
 0.0030303  0.0030303  0.0030303  0.0030303  0.0030303  0.00252525
 0.00252525 0.00252525]",10
4,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0090909090909091,26.568943977355957,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",18,"[0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0]","[0.09260462 0.09159452 0.09159452 0.09108947 0.09108947 0.09108947
 0.09108947 0.09108947 0.08906926 0.08805916 0.08805916 0.08502886
 0.08502886 0.08502886 0.08502886 0.08098846 0.08098846 0.08098846
 0.08098846 0.08098846 0.07593795 0.07593795 0.07593795 0.07391775
 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775
 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775
 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775
 0.07391775 0.0734127  0.0734127  0.0734127  0.0734127  0.01212121
 0.00909091 0.00909091]",10
5,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0739177489177489,28.85980534553528,0.9285714285714286,0.0714285714285714,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9230769230769231,0.8660254037844387,0.9183673469387754,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",12,"[0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1]","[0.15541126 0.15541126 0.15541126 0.09108947 0.09108947 0.09108947
 0.09108947 0.09108947 0.09108947 0.09108947 0.09108947 0.09058442
 0.09058442 0.09058442 0.09058442 0.08553391 0.08199856 0.08199856
 0.08199856 0.08199856 0.08149351 0.08149351 0.08149351 0.08149351
 0.08149351 0.08149351 0.08149351 0.08149351 0.07997835 0.0794733
 0.0794733  0.07896825 0.07896825 0.0784632  0.0784632  0.07795815
 0.07593795 0.07492785 0.07492785 0.07492785 0.07492785 0.07492785
 0.07492785 0.07492785 0.07492785 0.07492785 0.07492785 0.07391775
 0.07391775 0.07391775]",10
6,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.07139249639249637,24.849594593048096,0.9285714285714286,0.0714285714285714,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9230769230769231,0.8660254037844387,0.9591836734693877,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",7,"[0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]","[0.29264069 0.22680375 0.22680375 0.22680375 0.22680375 0.22377345
 0.22377345 0.22377345 0.22377345 0.22377345 0.2202381  0.2202381
 0.2202381  0.2202381  0.21973304 0.21771284 0.21771284 0.21771284
 0.21771284 0.21771284 0.21771284 0.21771284 0.21316739 0.21316739
 0.21316739 0.21316739 0.21316739 0.21316739 0.21165224 0.21064214
 0.21064214 0.14329004 0.07391775 0.07391775 0.07391775 0.07391775
 0.07391775 0.07391775 0.07391775 0.07391775 0.07391775 0.0734127
 0.0734127  0.07290765 0.0724026  0.07189755 0.07189755 0.07189755
 0.0713925  0.0713925 ]",10
7,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.1392496392496393,29.424330472946167,0.8571428571428571,0.1428571428571429,1.0,1.0,0.7142857142857143,0.7777777777777778,0.875,0.7453559924999299,0.7551020408163266,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",7,"[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.29365079 0.29365079 0.29365079 0.29213564 0.29213564 0.29163059
 0.28910534 0.22680375 0.22680375 0.22680375 0.2252886  0.22478355
 0.22478355 0.2202381  0.2202381  0.2202381  0.21821789 0.21417749
 0.1549062  0.152886   0.152886   0.152886   0.152886   0.152886
 0.1518759  0.1518759  0.1518759  0.1508658  0.1508658  0.14935065
 0.14935065 0.1488456  0.1488456  0.14379509 0.14379509 0.14126984
 0.14076479 0.14076479 0.14076479 0.14076479 0.14076479 0.14076479
 0.14076479 0.14076479 0.13975469 0.13975469 0.13924964 0.13924964
 0.13924964 0.13924964]",10
8,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0020202020202020224,26.02675199508667,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.08906926 0.08906926 0.08856421 0.08856421 0.08805916 0.08553391
 0.08553391 0.08300866 0.08300866 0.08300866 0.08300866 0.08098846
 0.08098846 0.0784632  0.07492785 0.07492785 0.0744228  0.0744228
 0.07290765 0.07290765 0.07290765 0.0724026  0.0724026  0.0724026
 0.0724026  0.07189755 0.00707071 0.00707071 0.00454545 0.00454545
 0.00454545 0.0040404  0.0040404  0.0040404  0.0040404  0.0040404
 0.0040404  0.00353535 0.00353535 0.00353535 0.00353535 0.00353535
 0.0030303  0.0030303  0.0030303  0.0030303  0.00252525 0.00252525
 0.0020202  0.0020202 ]",10
9,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.14126984126984132,28.605340480804443,0.8571428571428571,0.1428571428571429,0.7142857142857143,0.7142857142857143,1.0,1.0,0.8333333333333334,0.7453559924999299,0.7755102040816326,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",11,"[0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.2222583  0.2222583  0.15945166 0.15945166 0.1549062  0.1549062
 0.1549062  0.1549062  0.1549062  0.1549062  0.15440115 0.15440115
 0.15339105 0.15339105 0.15339105 0.15339105 0.15339105 0.152886
 0.152886   0.152886   0.152886   0.152886   0.152886   0.152886
 0.152886   0.152886   0.14935065 0.1488456  0.14834055 0.14733045
 0.14733045 0.14733045 0.14379509 0.14379509 0.14379509 0.14379509
 0.14379509 0.14379509 0.14379509 0.14379509 0.14379509 0.14379509
 0.14379509 0.14278499 0.14278499 0.14126984 0.14126984 0.14126984
 0.14126984 0.14126984]",10
10,bPSO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0090909090909091,27.887587070465088,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",18,"[0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0]","[0.1538961  0.1538961  0.09058442 0.09058442 0.09058442 0.09058442
 0.09058442 0.09058442 0.09058442 0.08603896 0.08149351 0.08149351
 0.08149351 0.08149351 0.08149351 0.08149351 0.08149351 0.08098846
 0.08098846 0.08098846 0.08098846 0.01414141 0.01414141 0.01111111
 0.01111111 0.01111111 0.01111111 0.01111111 0.01111111 0.01111111
 0.01060606 0.01060606 0.01060606 0.00959596 0.00959596 0.00959596
 0.00959596 0.00959596 0.00959596 0.00959596 0.00959596 0.00909091
 0.00909091 0.00909091 0.00909091 0.00909091 0.00909091 0.00909091
 0.00909091 0.00909091]",10
1,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.0020202020202020224,16.279353857040405,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",4,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0.0830303  0.0830303  0.0830303  0.0769697  0.0769697  0.07292929
 0.00252525 0.00252525 0.00252525 0.00252525 0.00252525 0.00252525
 0.00252525 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202  0.0020202  0.0020202  0.0020202  0.0020202
 0.0020202  0.0020202 ]",10
2,bGWO-XGBOOST,xgboost,PulmonaryHypertension,v1,0.06886724386724384,12.431524991989136,0.9285714285714286,0.0714285714285714,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9230769230769231,0.8660254037844387,1.0,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",2,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0]","[0.15591631 0.15036075 0.15036075 0.15036075 0.14329004 0.13975469
 0.0703824  0.0703824  0.0703824  0.0703824  0.0703824  0.0703824
 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724
 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724
 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724
 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724
 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724
 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724 0.06886724
 0.06886724 0.06886724]",10
