Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064343,20.181856,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,1.000000,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",2
2,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.003030,20.144160,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",6
3,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.137229,20.276581,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
4,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,17.913778,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.857143,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
5,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,20.538150,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
6,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.069877,19.295001,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
7,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002020,20.015736,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",4
8,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,23.264808,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
9,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.001515,18.716495,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",3
10,bLRRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.005556,24.002543,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",11
1,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.064848,14.222389,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.928571,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",3
2,bRIME-XGBOOST,xgboost,PulmonaryHypertension,v1,0.002525,14.692036,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
