Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001515,1.688795,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",3
2,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.757174,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",3
3,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.002525,1.796589,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",5
4,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.204076,1.553919,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.724490,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",1
5,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.000505,1.494936,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",1
6,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.136219,1.653568,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.877551,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",1
7,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.001010,1.561249,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
8,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069372,1.792753,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",3
9,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.069877,1.721341,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.887755,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",4
10,bLRRIME-KNN,knn,PulmonaryHypertension,v1,0.068867,1.587390,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.916667,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",2
