Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.064343,85.374774,0.866667,0.133333,1.000000,1.000000,0.714286,0.800000,0.888889,0.755929,0.964286,"[[5,2],
 [0,8]]","[5, 2, 0, 8]","(2, 2)",2
2,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,86.302985,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",2
3,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,73.283543,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,1.000000,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
4,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,81.610454,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,1.000000,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
5,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,81.171130,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.877551,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",2
6,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,85.290589,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.877551,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",2
7,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.068867,83.759893,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",2
8,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069372,89.616529,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",3
9,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.069877,83.604495,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.846939,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",4
10,bLRRIME-RF,rf,PulmonaryHypertension,v1,0.001010,83.433556,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[6,0],
 [0,8]]","[6, 0, 0, 8]","(2, 2)",2
